date,masi_close,atw_close,iam_close,lhm_close,mng_close,brent_close,gold_close,eur_mad,gpr_index,masi_log_return,masi_realized_vol_5,masi_rolling_mean_5,masi_realized_vol_20,masi_rolling_mean_20,masi_lag_1,masi_lag_2,masi_lag_5,atw_log_return,atw_realized_vol_5,atw_rolling_mean_5,atw_realized_vol_20,atw_rolling_mean_20,atw_lag_1,atw_lag_2,atw_lag_5,iam_log_return,iam_realized_vol_5,iam_rolling_mean_5,iam_realized_vol_20,iam_rolling_mean_20,iam_lag_1,iam_lag_2,iam_lag_5,lhm_log_return,lhm_realized_vol_5,lhm_rolling_mean_5,lhm_realized_vol_20,lhm_rolling_mean_20,lhm_lag_1,lhm_lag_2,lhm_lag_5,mng_log_return,mng_realized_vol_5,mng_rolling_mean_5,mng_realized_vol_20,mng_rolling_mean_20,mng_lag_1,mng_lag_2,mng_lag_5,brent_log_return,brent_realized_vol_5,brent_rolling_mean_5,brent_realized_vol_20,brent_rolling_mean_20,brent_lag_1,brent_lag_2,brent_lag_5,gold_log_return,gold_realized_vol_5,gold_rolling_mean_5,gold_realized_vol_20,gold_rolling_mean_20,gold_lag_1,gold_lag_2,gold_lag_5,eur_mad_log_return,eur_mad_realized_vol_5,eur_mad_rolling_mean_5,eur_mad_realized_vol_20,eur_mad_rolling_mean_20,eur_mad_lag_1,eur_mad_lag_2,eur_mad_lag_5,eur_mad_return,gpr_delta,gpr_index_log_return,gpr_index_realized_vol_5,gpr_index_realized_vol_20,gpr_index_rolling_mean_5,gpr_index_rolling_mean_20,gpr_index_lag_1,gpr_index_lag_2,gpr_index_lag_5,bam_policy_rate
2/16/2007,10907.91,268,131.6,1225.11,484,58.95,672.8,11.1346,96.89411926,0.0182291,0.006310888,10684.35,0.008705592,10367.2475,10710.87,10639.47,10476.42,0.018832948,0.009354934,264.78,0.015050383,256.635,263,263.5,263,0.002282238,0.011033186,132,0.006763498,131.7525,131.3,131.5,130.3,0.0582725,0.023187206,1155.3,0.019722518,1077.0675,1155.76,1153.45,1109.53,0.010384309,0.014404265,487,0.019064622,458.8,479,484,487,0.023167059,0.024444288,57.522,0.024291024,56.732,57.6,57.43,59.01,0.002083024,0.004776206,670.4,0.008267559,657.3,671.4,672,672.3,-0.001319338,0.001175081,11.13112,0.001132708,11.116795,11.1493,11.135,11.1166,-0.001319338,-14.92250824,-0.143241447,0.154646274,0.335849827,105.6788696,100.3883003,111.8166275,122.0766983,95.58355713,3.25
2/19/2007,11201.82,275.1,132,1269.03,486,58.14,674.3,11.1396,78.77194214,0.026588051,0.010111234,10817.502,0.009969979,10428.5835,10907.91,10710.87,10536.06,0.026147687,0.013816274,266.9,0.015762767,258.19,268,263,264.5,0.003034904,0.004577363,131.8,0.006784726,131.7525,131.6,131.3,133,0.035222193,0.021223654,1186.968,0.020308261,1091.11,1225.11,1155.76,1110.69,0.004123717,0.012222794,485.4,0.018874963,460.5,484,479,494,-0.013835732,0.013218166,57.83,0.024286611,57.004,58.95,57.6,56.6,0.002227007,0.002168738,671.8,0.008131531,659.31,672.8,671.4,667.3,0.00044895,0.001082929,11.13682,0.001123655,11.11929,11.1346,11.1493,11.1111,0.00044895,-18.12217712,-0.207061959,0.174045324,0.312911628,101.0482254,98.47897072,96.89411926,111.8166275,101.9251633,3.25
2/20/2007,11016.69,270,131.3,1201.99,491,57.98,661,11.1384,128.3403168,-0.016664869,0.01661445,10895.352,0.011142618,10479.859,11201.82,10907.91,10627.44,-0.018712709,0.018354186,267.92,0.016666984,259.49,275.1,268,264.9,-0.005317141,0.004873065,131.54,0.006888113,131.7175,132,131.6,132.6,-0.054274313,0.042499426,1201.068,0.025122997,1101.8005,1269.03,1225.11,1131.49,0.010235504,0.013677032,484.8,0.018910193,462.45,486,484,494,-0.002755772,0.013589845,58.02,0.022459316,57.148,58.14,58.95,57.03,-0.019921276,0.010108946,670.3,0.008812155,660.065,674.3,672.8,668.5,-0.00010773,0.001006205,11.13938,0.001027308,11.12052,11.1396,11.1346,11.1256,-0.00010773,49.56837463,0.488128591,0.296426188,0.332846425,107.5799408,99.20773926,78.77194214,96.89411926,95.68173981,3.25
2/21/2007,10954.65,270.5,131.5,1144.21,489,59.35,684,11.146,101.4992905,-0.005647372,0.017486567,10958.388,0.011351951,10527.804,11016.69,11201.82,10639.47,0.001850139,0.017734804,269.32,0.016642522,260.815,270,275.1,263.5,0.00152207,0.003439645,131.54,0.006899604,131.6925,131.3,132,131.5,-0.049264074,0.050000005,1199.22,0.028388706,1109.313,1201.99,1269.03,1153.45,-0.004081638,0.009123765,485.8,0.018901935,464.4,491,486,484,0.023353998,0.016382852,58.404,0.022930191,57.344,57.98,58.14,57.43,0.034204078,0.019456475,672.7,0.01150495,661.855,661,674.3,672,0.000682092,0.000983772,11.14158,0.000913227,11.123205,11.1384,11.1396,11.135,0.000682092,-26.84102631,-0.234633653,0.299001224,0.337126771,103.4644592,98.76672668,128.3403168,78.77194214,122.0766983,3.25
2/22/2007,10582.25,261,129.6,1098.21,475,60.62,683,11.1407,84.51818848,-0.034585954,0.025079041,10932.664,0.014310328,10553.663,10954.65,11016.69,10710.87,-0.035751691,0.025780317,268.92,0.01896034,261.565,270.5,270,263,-0.014554068,0.007464286,131.2,0.007350388,131.5225,131.5,131.3,131.3,-0.041032861,0.052846168,1187.71,0.030354997,1114.1675,1144.21,1201.99,1155.76,-0.029047685,0.016400975,485,0.020052422,465.9,489,491,479,0.021172751,0.017371959,59.008,0.022309515,57.669,59.35,57.98,57.6,-0.001463058,0.019490571,675.02,0.01152567,663.6,684,661,671.4,-0.00047562,0.0007947,11.13986,0.000907868,11.125065,11.146,11.1384,11.1493,-0.00047562,-16.98110199,-0.183085049,0.306009517,0.339477182,98.00477142,97.45785332,101.4992905,128.3403168,111.8166275,3.25
2/23/2007,10432.54,252,131,1100.29,470,60.88,686.7,11.141,126.8391876,-0.014248302,0.022464675,10837.59,0.014457941,10564.4105,10582.25,10954.65,10907.91,-0.03509132,0.026405489,265.72,0.020469336,261.66,261,270.5,268,0.010744539,0.009524822,131.08,0.00782719,131.4225,129.6,131.5,131.6,0.0018922,0.038701208,1162.746,0.029901578,1117.762,1098.21,1144.21,1225.11,-0.010582109,0.015181147,482.2,0.020190279,466.9,475,489,484,0.004279842,0.015838805,59.394,0.02200101,57.9485,60.62,59.35,58.95,0.005402656,0.019489929,677.8,0.01138765,665.7,683,684,672.8,2.69E-05,0.00045807,11.14114,0.000907235,11.12696,11.1407,11.146,11.1346,2.69E-05,42.32099915,0.405953285,0.360558838,0.343223201,103.9937851,99.82119484,84.51818848,101.4992905,96.89411926,3.25
2/26/2007,10641.2,255.5,132.5,1128.03,491,61.33,689.8,11.1558,103.1595459,0.019803492,0.019835388,10725.466,0.014850224,10579.174,10432.54,10582.25,11201.82,0.013793322,0.022140596,261.8,0.019778869,261.59,252,261,275.1,0.011385322,0.01100706,131.18,0.008234174,131.3725,131,129.6,132,0.024898967,0.035019477,1134.546,0.03024259,1122.154,1100.29,1098.21,1269.03,0.043711433,0.027234678,483.2,0.022136778,469.05,470,475,486,0.007364406,0.011216095,60.032,0.020460613,58.331,60.88,60.62,58.14,0.004504185,0.019462101,680.9,0.011316712,668.03,686.7,683,674.3,0.001327545,0.000714808,11.14438,0.000943481,11.129455,11.141,11.1407,11.1396,0.001327545,-23.67964172,-0.206643266,0.360483131,0.340259881,108.8713058,101.9677471,126.8391876,84.51818848,78.77194214,3.25
2/27/2007,10646.51,251.5,133,1132.65,499,61.36,687.2,11.1506,89.61535645,0.000498879,0.019936637,10651.43,0.014724686,10589.21,10641.2,10432.54,11016.69,-0.01577942,0.022049094,258.1,0.019847098,261.165,255.5,252,270,0.003766483,0.01049162,131.52,0.008286132,131.3475,132.5,131,131.3,0.004087271,0.031799284,1120.678,0.030161595,1126.072,1128.03,1100.29,1201.99,0.016161968,0.027803172,484.8,0.022255365,471.6,491,470,491,0.000489037,0.010300648,60.708,0.017858223,58.5795,61.33,60.88,57.98,-0.00377633,0.015277413,686.14,0.011290083,669.88,689.8,686.7,661,-0.000466234,0.000779785,11.14682,0.000955049,11.13148,11.1558,11.141,11.1384,-0.000466234,-13.54418945,-0.140750085,0.269297316,0.313879113,101.1263138,100.9608273,103.1595459,126.8391876,128.3403168,3.25
2/28/2007,10716.9,250,133,1144.21,499,61.89,672.5,11.1504,125.1149673,0.006589796,0.020849244,10603.88,0.014778517,10602.2885,10646.51,10641.2,10954.65,-0.005982072,0.020870881,254,0.01962163,260.515,251.5,255.5,270.5,0,0.010551641,131.82,0.008243542,131.3475,133,132.5,131.5,0.010154423,0.024632564,1120.678,0.029665952,1129.077,1132.65,1128.03,1144.21,0,0.027593871,486.8,0.022287493,474.05,499,491,489,0.008600459,0.007807257,61.216,0.01760882,58.804,61.36,61.33,59.35,-0.021623259,0.010908059,683.84,0.012311492,670.61,687.2,689.8,684,-1.79E-05,0.000737539,11.1477,0.000880881,11.13252,11.1506,11.1558,11.146,-1.79E-05,35.4996109,0.333706359,0.30142943,0.321645809,105.8494492,102.3863968,89.61535645,103.1595459,101.4992905,3.25
3/1/2007,10588.37,245.1,132.8,1132.88,499,62.11,665.1,11.1396,99.48458099,-0.012065706,0.014003402,10605.104,0.013920642,10621.345,10716.9,10646.51,10582.25,-0.019794627,0.018084047,250.82,0.01731751,260.21,250,251.5,261,-0.001504891,0.005969363,132.46,0.007998143,131.395,133,133,129.6,-0.00995138,0.01273946,1127.612,0.028088961,1133.654,1144.21,1132.65,1098.21,0,0.02120114,491.6,0.020366035,477.25,499,499,475,0.003548391,0.003218122,61.514,0.017219125,59.0735,61.89,61.36,60.62,-0.011064706,0.011321113,680.26,0.012494777,670.715,672.5,687.2,683,-0.000969044,0.000854092,11.14748,0.000910929,11.13312,11.1504,11.1506,11.1407,-0.000969044,-25.63038635,-0.229230386,0.310604434,0.322159949,108.8427277,103.4682247,125.1149673,89.61535645,84.51818848,3.25
3/2/2007,10759.63,249.7,134.6,1165.01,509,62.08,644.1,11.1426,127.2925873,0.016044939,0.012730527,10670.522,0.014260792,10646.0825,10588.37,10716.9,10432.54,0.018593907,0.017290011,250.36,0.017716003,260.01,245.1,250,252,0.01346318,0.006714582,133.18,0.008096474,131.6,132.8,133,131,0.027966608,0.015552963,1140.556,0.028562604,1139.826,1132.88,1144.21,1100.29,0.019841921,0.017990928,499.4,0.020551348,480.7,499,499,470,-0.000483131,0.00403319,61.754,0.016219002,59.257,62.11,61.89,60.88,-0.032083412,0.014435825,671.74,0.013923522,670.345,665.1,672.5,686.7,0.000269273,0.00086422,11.1478,0.000885256,11.134355,11.1396,11.1504,11.141,0.000269273,27.80800629,0.246485606,0.267941756,0.298957341,108.9334076,102.8761662,99.48458099,125.1149673,126.8391876,3.25
3/5/2007,10858.28,255,135.5,1183.5,507,60.54,639.2,11.1223,124.7885132,0.009126755,0.010588064,10713.938,0.014334339,10673.406,10759.63,10588.37,10641.2,0.021003348,0.01912269,250.26,0.017978137,259.865,249.7,245.1,255.5,0.006664223,0.005955392,133.78,0.007867415,131.9,134.6,132.8,132.5,0.015746479,0.014036252,1151.65,0.027368979,1144.68,1165.01,1132.88,1128.03,-0.003937013,0.010779079,502.6,0.020643435,484.05,509,499,491,-0.025119572,0.013080588,61.596,0.01732322,59.379,62.08,62.11,61.33,-0.007636599,0.011522879,661.62,0.013888114,669.5,644.1,665.1,689.8,-0.001823498,0.000828471,11.1411,0.000942521,11.135245,11.1426,11.1396,11.1558,-0.001823498,-2.504074097,-0.019867864,0.243731839,0.266828329,113.259201,105.2162689,127.2925873,99.48458099,103.1595459,3.25
3/6/2007,11036.34,262,136.2,1208.93,508,61.39,646.2,11.129,100.3808441,0.016265542,0.01157226,10791.904,0.014561507,10704.2535,10858.28,10759.63,10646.51,0.027080959,0.020082816,252.36,0.018995957,260.015,255,249.7,251.5,0.005152753,0.005946259,134.42,0.007876667,132.205,135.5,134.6,133,0.021259521,0.014444888,1166.906,0.027630631,1150.586,1183.5,1165.01,1132.65,0.001970444,0.009343165,504.4,0.020612512,487.45,507,509,499,0.013942652,0.015100787,61.602,0.017513425,59.5275,60.54,62.08,61.36,0.010891659,0.016120118,653.42,0.014111207,668.875,639.2,644.1,687.2,0.000602212,0.000993446,11.13678,0.000887116,11.13561,11.1223,11.1426,11.1506,0.000602212,-24.40766907,-0.217649017,0.259737148,0.27085025,115.4122986,105.8003597,124.7885132,127.2925873,89.61535645,3.25
3/7/2007,11201.17,269.5,137.9,1225.11,521,62.5,652.9,11.1406,135.9164276,0.014824773,0.012041575,10888.758,0.014655155,10746.199,11036.34,10858.28,10716.9,0.028223887,0.01987738,256.26,0.019723766,260.69,262,255,250,0.012404391,0.0060531,135.4,0.008195353,132.575,136.2,135.5,133,0.013294965,0.014356319,1183.086,0.027558896,1156.365,1208.93,1183.5,1144.21,0.025268594,0.013031753,508.8,0.021005028,491.3,508,507,499,0.017919601,0.016882594,61.724,0.016952299,59.791,61.39,60.54,61.89,0.010314925,0.017749249,649.5,0.014329516,668.655,646.2,639.2,672.5,0.001041779,0.001186385,11.13482,0.000910248,11.13674,11.129,11.1223,11.1504,0.001041779,35.5355835,0.303068801,0.250772229,0.267792113,117.5725906,106.2925316,100.3808441,124.7885132,125.1149673,3.25
3/8/2007,11309.87,271,139.5,1271.34,515,62.33,655.5,11.1301,63.33255005,0.009657559,0.003509631,11033.058,0.0147074,10792.2195,11201.17,11036.34,10588.37,0.005550431,0.009076139,261.44,0.019504573,261.24,269.5,262,245.1,0.011535816,0.003695778,136.74,0.008354666,133.035,137.9,136.2,132.8,0.037040826,0.00963877,1210.778,0.028408484,1164.571,1225.11,1208.93,1132.88,-0.011583141,0.015704607,512,0.02039726,494.05,521,508,499,-0.002723706,0.016968015,61.768,0.015809196,59.956,62.5,61.39,62.11,0.003974325,0.017931864,647.58,0.014223496,668.29,652.9,646.2,665.1,-0.000942943,0.001182072,11.13292,0.000926613,11.136945,11.1406,11.129,11.1396,-0.000942943,-72.58387756,-0.763640778,0.43090887,0.298250212,110.3421844,105.6516102,135.9164276,100.3808441,99.48458099,3.25
3/9/2007,11066.35,261.8,137,1229.73,509,61.13,652,11.1323,91.2796402,-0.021766823,0.015626042,11094.402,0.015768682,10821.716,11309.87,11201.17,10759.63,-0.034537967,0.026205611,263.86,0.020993985,261.18,271,269.5,249.7,-0.018083675,0.012474529,137.22,0.009625222,133.37,139.5,137.9,134.6,-0.033276829,0.026322239,1223.722,0.029791413,1170.581,1271.34,1225.11,1165.01,-0.011718884,0.015242916,512,0.016747542,495.15,515,521,509,-0.019440107,0.019263155,61.578,0.016562717,60.062,62.33,62.5,62.08,-0.005353741,0.008632488,649.16,0.013820484,667.275,655.5,652.9,644.1,0.000197643,0.001175825,11.13086,0.000904535,11.13773,11.1301,11.1406,11.1426,0.000197643,27.94709015,0.365528348,0.456687923,0.30553289,103.139595,105.4364143,63.33255005,135.9164276,127.2925873,3.25
3/12/2007,11076.06,260,137,1229.73,509,60.74,650.3,11.1432,58.96717072,0.00087705,0.01559892,11137.958,0.015758141,10848.716,11066.35,11309.87,10858.28,-0.006899222,0.026104748,264.86,0.020995962,260.955,261.8,271,255,0,0.012412426,137.52,0.008649349,133.57,137,139.5,135.5,0,0.026525612,1232.968,0.029799893,1176.533,1229.73,1271.34,1183.5,0,0.015089615,512.4,0.016508886,495.9,509,515,507,-0.006400284,0.015326725,61.618,0.013233753,60.269,61.13,62.33,60.54,-0.002610767,0.007365781,651.38,0.013753288,666.425,652,655.5,639.2,0.000978654,0.000810717,11.13504,0.000915993,11.139335,11.1323,11.1301,11.1223,0.000978654,-32.31246948,-0.436946903,0.48335047,0.319998703,89.97532654,103.2885147,91.2796402,63.33255005,124.7885132,3.25
